# CUDA_PROFILE_LOG_VERSION 1.6
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR fffff73bc87073c8
# CUDA_DEVICE 0 Tesla C1060
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,memtransferhostmemtype
118f7581943679a0,memcpyDtoHasync,6637.76,2,,,,,,,,,,1,16777216,1
118f7581949c5cc0,_Z9incKernelPfS_ii,2141.79,9,1,8192,1,512,1,1,0,32,4,1,,0
118f758194bd1c60,memcpyHtoDasync,6054.37,4,,,,,,,,,,1,16777216,1
118f758195198000,memcpyDtoHasync,4907.07,1,,,,,,,,,,1,16777216,1
118f758195649800,_Z9incKernelPfS_ii,2138.66,2,1,8192,1,512,1,1,0,32,4,1,,0
118f758195854aa0,memcpyHtoDasync,6054.4,2,,,,,,,,,,1,16777216,1
118f758195e1ae40,memcpyDtoHasync,4907.74,1,,,,,,,,,,1,16777216,1
118f7581962d4940,_Z9incKernelPfS_ii,2139.97,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581964e0020,memcpyHtoDasync,6054.4,2,,,,,,,,,,1,16777216,1
118f758196aa63e0,memcpyDtoHasync,4904.45,1,,,,,,,,,,1,16777216,1
118f758196f60520,_Z9incKernelPfS_ii,2142.11,4,1,8192,1,512,1,1,0,32,4,1,,0
118f75819716c460,memcpyHtoDasync,6054.37,2,,,,,,,,,,1,16777216,1
118f758197732800,memcpyDtoHasync,4907.23,2,,,,,,,,,,1,16777216,1
118f758197beb360,_Z9incKernelPfS_ii,2134.34,2,1,8192,1,512,1,1,0,32,4,1,,0
118f758197df5540,memcpyHtoDasync,6054.37,2,,,,,,,,,,1,16777216,1
118f7581983bb8e0,memcpyDtoHasync,4907.9,2,,,,,,,,,,1,16777216,1
118f75819886dae0,_Z9incKernelPfS_ii,2136.93,3,1,8192,1,512,1,1,0,32,4,1,,0
118f758198a786c0,memcpyHtoDasync,6054.4,2,,,,,,,,,,1,16777216,1
118f75819903ea60,memcpyDtoHasync,4906.21,2,,,,,,,,,,1,16777216,1
118f7581994ef900,_Z9incKernelPfS_ii,2137.47,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581996fa600,memcpyHtoDasync,6054.4,2,,,,,,,,,,1,16777216,1
118f758199cc09a0,memcpyDtoHasync,4906.14,1,,,,,,,,,,1,16777216,1
118f75819a171880,_Z9incKernelPfS_ii,2141.7,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819a37d600,memcpyHtoDasync,6054.4,1,,,,,,,,,,1,16777216,1
118f75819a9439e0,memcpyDtoHasync,4905.89,1,,,,,,,,,,1,16777216,1
118f75819adfd820,_Z9incKernelPfS_ii,2142.53,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819b009a00,memcpyHtoDasync,6054.37,1,,,,,,,,,,1,16777216,1
118f75819b5cfda0,memcpyDtoHasync,4904.74,2,,,,,,,,,,1,16777216,1
118f75819ba87e00,_Z9incKernelPfS_ii,2147.39,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819bc952a0,memcpyHtoDasync,6054.4,2,,,,,,,,,,1,16777216,1
118f75819c25b660,memcpyDtoHasync,4905.06,1,,,,,,,,,,1,16777216,1
118f75819c7136a0,_Z9incKernelPfS_ii,2136.38,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819c91e1c0,memcpyHtoDasync,6054.4,1,,,,,,,,,,1,16777216,1
118f75819cee4580,memcpyDtoHasync,4905.06,1,,,,,,,,,,1,16777216,1
118f75819d3954c0,_Z9incKernelPfS_ii,2147.14,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819d5a2880,memcpyHtoDasync,6054.37,3,,,,,,,,,,1,16777216,1
118f75819db68c20,memcpyDtoHasync,4906.91,2,,,,,,,,,,1,16777216,1
118f75819e01a4a0,_Z9incKernelPfS_ii,2137.25,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819e225280,memcpyHtoDasync,6054.37,2,,,,,,,,,,1,16777216,1
118f75819e7eb660,memcpyDtoHasync,4906.3,1,,,,,,,,,,1,16777216,1
118f75819eca4640,_Z9incKernelPfS_ii,2134.62,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819eeae920,memcpyHtoDasync,6054.4,1,,,,,,,,,,1,16777216,1
118f75819f474ce0,memcpyDtoHasync,4904.51,1,,,,,,,,,,1,16777216,1
118f75819f92cd00,_Z9incKernelPfS_ii,2136.64,2,1,8192,1,512,1,1,0,32,4,1,,0
118f75819fb376e0,memcpyHtoDasync,6054.37,1,,,,,,,,,,1,16777216,1
118f7581a00fda80,memcpyDtoHasync,4904.9,1,,,,,,,,,,1,16777216,1
118f7581a05b5a80,_Z9incKernelPfS_ii,2137.41,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581a07c0740,memcpyHtoDasync,6054.4,1,,,,,,,,,,1,16777216,1
118f7581a0d86b00,memcpyDtoHasync,4903.58,1,,,,,,,,,,1,16777216,1
118f7581a1236fe0,_Z9incKernelPfS_ii,2138.18,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581a1442180,memcpyHtoDasync,6054.43,2,,,,,,,,,,1,16777216,1
118f7581a1a08540,memcpyDtoHasync,4906.05,1,,,,,,,,,,1,16777216,1
118f7581a1eb93e0,_Z9incKernelPfS_ii,2154.18,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581a20c9840,memcpyHtoDasync,6075.17,2,,,,,,,,,,1,16777216,1
118f7581a2694d20,memcpyDtoHasync,5382.91,2,,,,,,,,,,1,16777216,1
118f7581a2c0ce20,_Z9incKernelPfS_ii,2154.21,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581a2e1ca00,memcpyHtoDasync,6075.74,2,,,,,,,,,,2,16777216,1
118f7581a33e8520,memcpyDtoHasync,5216.03,1,,,,,,,,,,1,16777216,1
118f7581a33ea420,_Z9incKernelPfS_ii,2232.54,1,1,8192,1,512,1,1,0,32,4,2,,0
118f7581a38e2360,memcpyHtoDasync,6101.54,2,,,,,,,,,,3,16777216,1
118f7581a3eb3f40,memcpyDtoHasync,5223.23,1,,,,,,,,,,2,16777216,1
118f7581a3eb5940,_Z9incKernelPfS_ii,2229.92,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581a43af8e0,memcpyHtoDasync,6100.1,1,,,,,,,,,,4,16777216,1
118f7581a4980f20,memcpyDtoHasync,5221.6,1,,,,,,,,,,3,16777216,1
118f7581a4982ba0,_Z9incKernelPfS_ii,2230.62,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581a4e7c2c0,memcpyHtoDasync,6104.7,1,,,,,,,,,,1,16777216,1
118f7581a544f200,memcpyDtoHasync,5385.57,2,,,,,,,,,,4,16777216,1
118f7581a5973b00,_Z9incKernelPfS_ii,2222.08,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581a59727c0,memcpyHtoDasync,6094.91,1,,,,,,,,,,2,16777216,1
118f7581a5f42d80,memcpyDtoHasync,5226.27,1,,,,,,,,,,1,16777216,1
118f7581a5f44a80,_Z9incKernelPfS_ii,2227.87,1,1,8192,1,512,1,1,0,32,4,2,,0
118f7581a643f0e0,memcpyHtoDasync,6099.58,1,,,,,,,,,,3,16777216,1
118f7581a6a10860,memcpyDtoHasync,5222.27,1,,,,,,,,,,2,16777216,1
118f7581a6a12240,_Z9incKernelPfS_ii,2232.13,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581a6f0bd80,memcpyHtoDasync,6098.78,1,,,,,,,,,,4,16777216,1
118f7581a74dd1a0,memcpyDtoHasync,5227.46,1,,,,,,,,,,3,16777216,1
118f7581a74de7c0,_Z9incKernelPfS_ii,2232.54,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581a79d9a60,memcpyHtoDasync,6102.72,2,,,,,,,,,,1,16777216,1
118f7581a7fabde0,memcpyDtoHasync,5222.37,1,,,,,,,,,,4,16777216,1
118f7581a7fadac0,_Z9incKernelPfS_ii,2224.74,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581a84a7360,memcpyHtoDasync,6100.67,1,,,,,,,,,,2,16777216,1
118f7581a8a79300,memcpyDtoHasync,5222.37,1,,,,,,,,,,1,16777216,1
118f7581a8a7af60,_Z9incKernelPfS_ii,2236.86,2,1,8192,1,512,1,1,0,32,4,2,,0
118f7581a8f748c0,memcpyHtoDasync,6101.76,1,,,,,,,,,,3,16777216,1
118f7581a9546cc0,memcpyDtoHasync,5223.46,1,,,,,,,,,,2,16777216,1
118f7581a95489c0,_Z9incKernelPfS_ii,2228.06,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581a9a426a0,memcpyHtoDasync,6105.54,1,,,,,,,,,,4,16777216,1
118f7581aa0157a0,memcpyDtoHasync,5226.11,1,,,,,,,,,,3,16777216,1
118f7581aa017440,_Z9incKernelPfS_ii,2232.9,3,1,8192,1,512,1,1,0,32,4,4,,0
118f7581aa511d20,memcpyHtoDasync,6100.86,1,,,,,,,,,,1,16777216,1
118f7581aaae3980,memcpyDtoHasync,5219.84,2,,,,,,,,,,4,16777216,1
118f7581aaae5600,_Z9incKernelPfS_ii,2233.54,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581aafde3e0,memcpyHtoDasync,6100.38,1,,,,,,,,,,2,16777216,1
118f7581ab5afe60,memcpyDtoHasync,5221.54,1,,,,,,,,,,1,16777216,1
118f7581ab5b1460,_Z9incKernelPfS_ii,2228.06,3,1,8192,1,512,1,1,0,32,4,2,,0
118f7581abaab1c0,memcpyHtoDasync,6099.84,2,,,,,,,,,,3,16777216,1
118f7581ac07ca20,memcpyDtoHasync,5226.62,1,,,,,,,,,,2,16777216,1
118f7581ac07e020,_Z9incKernelPfS_ii,2234.46,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581ac578f00,memcpyHtoDasync,6100.13,2,,,,,,,,,,4,16777216,1
118f7581acb4aca0,memcpyDtoHasync,5218.24,1,,,,,,,,,,3,16777216,1
118f7581acb4c960,_Z9incKernelPfS_ii,2234.66,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581ad045200,memcpyHtoDasync,6100.26,1,,,,,,,,,,1,16777216,1
118f7581ad616c00,memcpyDtoHasync,5213.54,1,,,,,,,,,,4,16777216,1
118f7581ad618200,_Z9incKernelPfS_ii,2221.86,1,1,8192,1,512,1,1,0,32,4,1,,0
118f7581adb0fda0,memcpyHtoDasync,6102.5,2,,,,,,,,,,2,16777216,1
118f7581ae0e24c0,memcpyDtoHasync,5220.32,1,,,,,,,,,,1,16777216,1
118f7581ae0e41c0,_Z9incKernelPfS_ii,2240.32,2,1,8192,1,512,1,1,0,32,4,2,,0
118f7581ae5dd100,memcpyHtoDasync,6100.32,2,,,,,,,,,,3,16777216,1
118f7581aebaeee0,memcpyDtoHasync,5224.26,1,,,,,,,,,,2,16777216,1
118f7581aebb0b80,_Z9incKernelPfS_ii,2231.74,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581af0aac20,memcpyHtoDasync,6099.9,1,,,,,,,,,,4,16777216,1
118f7581af67c4e0,memcpyDtoHasync,5225.89,2,,,,,,,,,,3,16777216,1
118f7581af67db00,_Z9incKernelPfS_ii,2229.92,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581afb78840,memcpyHtoDasync,6101.54,1,,,,,,,,,,1,16777216,1
118f7581b014aaa0,memcpyDtoHasync,5215.2,1,,,,,,,,,,4,16777216,1
118f7581b014c780,_Z9incKernelPfS_ii,2238.08,1,1,8192,1,512,1,1,0,32,4,1,,0
118f7581b06442c0,memcpyHtoDasync,6100.93,2,,,,,,,,,,2,16777216,1
118f7581b0c16360,memcpyDtoHasync,5226.02,1,,,,,,,,,,1,16777216,1
118f7581b0c17fe0,_Z9incKernelPfS_ii,2226.82,3,1,8192,1,512,1,1,0,32,4,2,,0
118f7581b11125e0,memcpyHtoDasync,6100.74,2,,,,,,,,,,3,16777216,1
118f7581b16e41a0,memcpyDtoHasync,5228.19,1,,,,,,,,,,2,16777216,1
118f7581b16e57a0,_Z9incKernelPfS_ii,2227.87,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581b1be0f60,memcpyHtoDasync,6099.74,1,,,,,,,,,,4,16777216,1
118f7581b21b2760,memcpyDtoHasync,5225.06,2,,,,,,,,,,3,16777216,1
118f7581b21b4200,_Z9incKernelPfS_ii,2231.74,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581b26ae620,memcpyHtoDasync,6100.26,1,,,,,,,,,,1,16777216,1
118f7581b2c80400,memcpyDtoHasync,5213.28,1,,,,,,,,,,4,16777216,1
118f7581b2c82040,_Z9incKernelPfS_ii,2227.74,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581b31794c0,memcpyHtoDasync,6100.32,1,,,,,,,,,,2,16777216,1
118f7581b374b2e0,memcpyDtoHasync,5224.7,1,,,,,,,,,,1,16777216,1
118f7581b374cf20,_Z9incKernelPfS_ii,2232.83,2,1,8192,1,512,1,1,0,32,4,2,,0
118f7581b3c472a0,memcpyHtoDasync,6099.71,1,,,,,,,,,,3,16777216,1
118f7581b4218a80,memcpyDtoHasync,5229.89,1,,,,,,,,,,2,16777216,1
118f7581b421a080,_Z9incKernelPfS_ii,2230.78,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581b4715d60,memcpyHtoDasync,6099.87,1,,,,,,,,,,4,16777216,1
118f7581b4ce79e0,memcpyDtoHasync,5226.53,2,,,,,,,,,,3,16777216,1
118f7581b4ce9640,_Z9incKernelPfS_ii,2233.38,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581b51e3e60,memcpyHtoDasync,6099.94,1,,,,,,,,,,1,16777216,1
118f7581b57b5780,memcpyDtoHasync,5218.3,2,,,,,,,,,,4,16777216,1
118f7581b57b6de0,_Z9incKernelPfS_ii,2236.42,2,1,8192,1,512,1,1,0,32,4,1,,0
118f7581b5cafd40,memcpyHtoDasync,6100.16,1,,,,,,,,,,2,16777216,1
118f7581b62816e0,memcpyDtoHasync,5227.1,2,,,,,,,,,,1,16777216,1
118f7581b62830a0,_Z9incKernelPfS_ii,2226.27,2,1,8192,1,512,1,1,0,32,4,2,,0
118f7581b677dda0,memcpyHtoDasync,6101.76,1,,,,,,,,,,3,16777216,1
118f7581b6d4fd80,memcpyDtoHasync,5221.31,1,,,,,,,,,,2,16777216,1
118f7581b6d51720,_Z9incKernelPfS_ii,2232.96,2,1,8192,1,512,1,1,0,32,4,3,,0
118f7581b724ae40,memcpyHtoDasync,6099.87,1,,,,,,,,,,4,16777216,1
118f7581b781c6a0,memcpyDtoHasync,5221.73,1,,,,,,,,,,3,16777216,1
118f7581b781e080,_Z9incKernelPfS_ii,2228.03,2,1,8192,1,512,1,1,0,32,4,4,,0
118f7581b7d17860,memcpyHtoDasync,6100.06,2,,,,,,,,,,1,16777216,1
118f7581b82e9580,memcpyDtoHasync,5215.14,1,,,,,,,,,,4,16777216,1
118f7581b82eb1e0,_Z9incKernelPfS_ii,2237.31,1,1,8192,1,512,1,1,0,32,4,1,,0
118f7581b87e2ee0,memcpyHtoDasync,6100.03,2,,,,,,,,,,2,16777216,1
118f7581b8db4800,memcpyDtoHasync,5223.23,1,,,,,,,,,,1,16777216,1
118f7581b8db6380,_Z9incKernelPfS_ii,2235.33,2,1,8192,1,512,1,1,0,32,4,2,,0
118f7581b92b0120,memcpyHtoDasync,6098.85,1,,,,,,,,,,3,16777216,1
118f7581b98815a0,memcpyDtoHasync,5393.92,1,,,,,,,,,,2,16777216,1
