# CUDA_PROFILE_LOG_VERSION 1.6
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 118f6174a28ed5f5
# CUDA_DEVICE 0 GeForce GTX 480
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,memTransferSize,memtransferhostmemtype
118f75145874fa20,_Z9incKernelPfS_ii,630.656,6.146,1,8192,1,512,1,1,0,0,4,1,,0
118f7514587efd80,memcpyHtoDasync,2814.37,6.705,,,,,,,,,,1,16777216,1
118f751458aa79a0,memcpyDtoHasync,2611.33,6.146,,,,,,,,,,1,16777216,1
118f751458d43800,_Z9incKernelPfS_ii,632.032,7.263,1,8192,1,512,1,1,0,0,4,1,,0
118f751458de3c60,memcpyHtoDasync,2820.96,4.19,,,,,,,,,,1,16777216,1
118f75145909d3c0,memcpyDtoHasync,2611.36,6.146,,,,,,,,,,1,16777216,1
118f751459347ac0,_Z9incKernelPfS_ii,588.704,13.41,1,8192,1,512,1,1,0,0,4,1,,0
118f7514593dd6c0,memcpyHtoDasync,2813.98,6.705,,,,,,,,,,1,16777216,1
118f7514596952a0,memcpyDtoHasync,2611.62,6.425,,,,,,,,,,1,16777216,1
118f751459930f80,_Z9incKernelPfS_ii,601.376,8.66,1,8192,1,512,1,1,0,0,4,1,,0
118f7514599c9de0,memcpyHtoDasync,2813.5,3.352,,,,,,,,,,1,16777216,1
118f751459c81580,memcpyDtoHasync,2612.32,6.146,,,,,,,,,,1,16777216,1
118f751459f1a600,_Z9incKernelPfS_ii,604.384,5.308,1,8192,1,512,1,1,0,0,4,1,,0
118f751459fb42a0,memcpyHtoDasync,2814.18,3.632,,,,,,,,,,1,16777216,1
118f75145a26bf80,memcpyDtoHasync,2611.62,3.073,,,,,,,,,,1,16777216,1
118f75145a506900,_Z9incKernelPfS_ii,610.688,7.543,1,8192,1,512,1,1,0,0,4,1,,0
118f75145a5a1e80,memcpyHtoDasync,2813.89,4.19,,,,,,,,,,1,16777216,1
118f75145a8597e0,memcpyDtoHasync,2612.03,6.146,,,,,,,,,,1,16777216,1
118f75145aaf6aa0,_Z9incKernelPfS_ii,617.44,12.851,1,8192,1,512,1,1,0,0,4,1,,0
118f75145ab93aa0,memcpyHtoDasync,2813.57,4.19,,,,,,,,,,1,16777216,1
118f75145ae4b580,memcpyDtoHasync,2612,6.146,,,,,,,,,,1,16777216,1
118f75145b0e7ce0,_Z9incKernelPfS_ii,618.4,11.733,1,8192,1,512,1,1,0,0,4,1,,0
118f75145b184b00,memcpyHtoDasync,2813.02,4.47,,,,,,,,,,1,16777216,1
118f75145b43c160,memcpyDtoHasync,2611.84,6.146,,,,,,,,,,1,16777216,1
118f75145b6d8460,_Z9incKernelPfS_ii,619.712,13.41,1,8192,1,512,1,1,0,0,4,1,,0
118f75145b775920,memcpyHtoDasync,2814.37,3.352,,,,,,,,,,1,16777216,1
118f75145ba2d640,memcpyDtoHasync,2611.42,4.19,,,,,,,,,,1,16777216,1
118f75145bccd440,_Z9incKernelPfS_ii,622.688,11.733,1,8192,1,512,1,1,0,0,4,1,,0
118f75145bd6b600,memcpyHtoDasync,2814.08,4.47,,,,,,,,,,1,16777216,1
118f75145c023060,memcpyDtoHasync,2611.52,6.425,,,,,,,,,,1,16777216,1
118f75145c2be480,_Z9incKernelPfS_ii,631.072,11.733,1,8192,1,512,1,1,0,0,4,1,,0
118f75145c35e580,memcpyHtoDasync,2813.12,4.19,,,,,,,,,,1,16777216,1
118f75145c615d60,memcpyDtoHasync,2612.7,6.146,,,,,,,,,,1,16777216,1
118f75145c8b31e0,_Z9incKernelPfS_ii,628.32,5.867,1,8192,1,512,1,1,0,0,4,1,,0
118f75145c952900,memcpyHtoDasync,2814.78,4.19,,,,,,,,,,1,16777216,1
118f75145cc0a660,memcpyDtoHasync,2611.55,2.794,,,,,,,,,,1,16777216,1
118f75145cea5be0,_Z9incKernelPfS_ii,628.96,7.543,1,8192,1,512,1,1,0,0,4,1,,0
118f75145cf45780,memcpyHtoDasync,2813.28,4.19,,,,,,,,,,1,16777216,1
118f75145d1fce80,memcpyDtoHasync,2611.1,6.146,,,,,,,,,,1,16777216,1
118f75145d4977a0,_Z9incKernelPfS_ii,625.888,7.263,1,8192,1,512,1,1,0,0,4,1,,0
118f75145d5368e0,memcpyHtoDasync,2813.31,3.352,,,,,,,,,,1,16777216,1
118f75145d7ee000,memcpyDtoHasync,2611.33,4.19,,,,,,,,,,1,16777216,1
118f75145da8aa00,_Z9incKernelPfS_ii,627.04,7.263,1,8192,1,512,1,1,0,0,4,1,,0
118f75145db29ba0,memcpyHtoDasync,2813.7,4.19,,,,,,,,,,1,16777216,1
118f75145dde1680,memcpyDtoHasync,2611.81,6.146,,,,,,,,,,1,16777216,1
118f75145e07b000,_Z9incKernelPfS_ii,626.176,9.219,1,8192,1,512,1,1,0,0,4,1,,0
118f75145e119e40,memcpyHtoDasync,2813.22,4.19,,,,,,,,,,1,16777216,1
118f75145e3d16e0,memcpyDtoHasync,2611.14,3.911,,,,,,,,,,1,16777216,1
118f75145e66ea60,_Z9incKernelPfS_ii,629.952,7.263,1,8192,1,512,1,1,0,0,4,1,,0
118f75145e70e660,memcpyHtoDasync,2812.9,4.47,,,,,,,,,,1,16777216,1
118f75145e9c5c60,memcpyDtoHasync,2611.74,2.794,,,,,,,,,,1,16777216,1
118f75145ec63760,_Z9incKernelPfS_ii,634.368,11.733,1,8192,1,512,1,1,0,0,4,1,,0
118f75145ed04540,memcpyHtoDasync,2817.12,4.19,,,,,,,,,,1,16777216,1
118f75145efbcf20,memcpyDtoHasync,2611.42,6.146,,,,,,,,,,1,16777216,1
118f75145f42c780,_Z9incKernelPfS_ii,632.64,8.381,1,8192,1,512,1,1,0,0,4,1,,0
118f75145f4cd140,memcpyHtoDasync,2905.44,6.425,,,,,,,,,,2,16777216,1
118f75145f4cd3e0,memcpyDtoHasync,3909.6,2.235,,,,,,,,,,1,16777216,1
118f75145f798240,_Z9incKernelPfS_ii,638.528,8.102,1,8192,1,512,1,1,0,0,4,2,,0
118f75145f83a960,memcpyHtoDasync,3127.26,29.333,,,,,,,,,,3,16777216,1
118f75145f898120,memcpyDtoHasync,2953.09,5.867,,,,,,,,,,2,16777216,1
118f75145fb3a4e0,_Z9incKernelPfS_ii,630.592,3.911,1,8192,1,512,1,1,0,0,4,3,,0
118f75145fbf4640,memcpyHtoDasync,3131.97,21.511,,,,,,,,,,4,16777216,1
118f75145fc29760,memcpyDtoHasync,2962.08,2.235,,,,,,,,,,3,16777216,1
118f75145fef59a0,_Z9incKernelPfS_ii,600.704,13.968,1,8192,1,512,1,1,0,0,4,4,,0
118f75145ff146c0,memcpyHtoDasync,3054.53,3.352,,,,,,,,,,1,16777216,1
118f75145ffab680,memcpyDtoHasync,2917.25,189.41,,,,,,,,,,4,16777216,1
118f75146022d3e0,_Z9incKernelPfS_ii,599.136,12.851,1,8192,1,512,1,1,0,0,4,1,,0
118f751460289900,memcpyHtoDasync,2894.24,4.19,,,,,,,,,,2,16777216,1
118f7514602c7520,memcpyDtoHasync,3764.48,193.321,,,,,,,,,,1,16777216,1
118f751460551aa0,_Z9incKernelPfS_ii,611.232,13.41,1,8192,1,512,1,1,0,0,4,2,,0
118f7514606753e0,memcpyHtoDasync,3137.76,3.352,,,,,,,,,,3,16777216,1
118f751460672120,memcpyDtoHasync,2971.14,2.235,,,,,,,,,,2,16777216,1
118f751460976f60,_Z9incKernelPfS_ii,612.928,5.867,1,8192,1,512,1,1,0,0,4,3,,0
118f75146097b0e0,memcpyHtoDasync,2867.84,3.632,,,,,,,,,,4,16777216,1
118f751460a14de0,memcpyDtoHasync,3602.43,54.756,,,,,,,,,,3,16777216,1
118f751460c3d240,_Z9incKernelPfS_ii,619.968,12.571,1,8192,1,512,1,1,0,0,4,4,,0
118f751460d9b3e0,memcpyHtoDasync,3142.56,3.632,,,,,,,,,,1,16777216,1
118f751460d98020,memcpyDtoHasync,2962.53,3.352,,,,,,,,,,4,16777216,1
118f75146109e220,_Z9incKernelPfS_ii,619.744,10.895,1,8192,1,512,1,1,0,0,4,1,,0
118f7514610a20c0,memcpyHtoDasync,2882.72,3.632,,,,,,,,,,2,16777216,1
118f75146113d940,memcpyDtoHasync,3586.27,50.286,,,,,,,,,,1,16777216,1
118f7514613677e0,_Z9incKernelPfS_ii,623.072,4.47,1,8192,1,512,1,1,0,0,4,2,,0
118f7514614c0060,memcpyHtoDasync,3138.37,15.924,,,,,,,,,,3,16777216,1
118f7514614bcd20,memcpyDtoHasync,2970.56,2.794,,,,,,,,,,2,16777216,1
118f7514617c2000,_Z9incKernelPfS_ii,631.52,8.102,1,8192,1,512,1,1,0,0,4,3,,0
118f7514617c5f00,memcpyHtoDasync,2867.84,3.352,,,,,,,,,,4,16777216,1
118f7514618646e0,memcpyDtoHasync,3586.3,41.346,,,,,,,,,,3,16777216,1
118f751461a883a0,_Z9incKernelPfS_ii,632.448,9.498,1,8192,1,512,1,1,0,0,4,4,,0
118f751461be6d00,memcpyHtoDasync,3145.57,3.632,,,,,,,,,,1,16777216,1
118f751461be3a40,memcpyDtoHasync,2959.9,3.073,,,,,,,,,,4,16777216,1
118f751461eea840,_Z9incKernelPfS_ii,625.76,8.66,1,8192,1,512,1,1,0,0,4,1,,0
118f751461eee7a0,memcpyHtoDasync,2883.42,3.073,,,,,,,,,,2,16777216,1
118f751461f8c040,memcpyDtoHasync,3590.85,44.698,,,,,,,,,,1,16777216,1
118f7514621b3a20,_Z9incKernelPfS_ii,618.56,4.749,1,8192,1,512,1,1,0,0,4,2,,0
118f75146230f900,memcpyHtoDasync,3152.03,8.94,,,,,,,,,,3,16777216,1
118f75146230c5c0,memcpyDtoHasync,2962.78,3.073,,,,,,,,,,2,16777216,1
118f751462614d80,_Z9incKernelPfS_ii,619.808,9.219,1,8192,1,512,1,1,0,0,4,3,,0
118f751462618c40,memcpyHtoDasync,2870.02,3.632,,,,,,,,,,4,16777216,1
118f7514626b46a0,memcpyDtoHasync,3591.17,44.419,,,,,,,,,,3,16777216,1
118f7514628dba80,_Z9incKernelPfS_ii,622.08,6.146,1,8192,1,512,1,1,0,0,4,4,,0
118f751462a38120,memcpyHtoDasync,3147.68,3.632,,,,,,,,,,1,16777216,1
118f751462a34dc0,memcpyDtoHasync,2963.94,3.352,,,,,,,,,,4,16777216,1
118f751462d3c4a0,_Z9incKernelPfS_ii,617.984,7.822,1,8192,1,512,1,1,0,0,4,1,,0
118f751462d404a0,memcpyHtoDasync,2880.61,3.352,,,,,,,,,,2,16777216,1
118f751462ddbc80,memcpyDtoHasync,3592.7,42.184,,,,,,,,,,1,16777216,1
118f751463005900,_Z9incKernelPfS_ii,626.144,13.13,1,8192,1,512,1,1,0,0,4,2,,0
118f75146315fb20,memcpyHtoDasync,3146.3,3.632,,,,,,,,,,3,16777216,1
118f75146315c8e0,memcpyDtoHasync,2968.64,3.073,,,,,,,,,,2,16777216,1
118f751463463c40,_Z9incKernelPfS_ii,633.6,9.498,1,8192,1,512,1,1,0,0,4,3,,0
118f751463467ae0,memcpyHtoDasync,2868.29,3.632,,,,,,,,,,4,16777216,1
118f751463506880,memcpyDtoHasync,3590.98,44.14,,,,,,,,,,3,16777216,1
118f751463729e20,_Z9incKernelPfS_ii,634.24,9.219,1,8192,1,512,1,1,0,0,4,4,,0
118f75146388a1c0,memcpyHtoDasync,3139.62,3.632,,,,,,,,,,1,16777216,1
118f751463886e00,memcpyDtoHasync,2961.38,3.073,,,,,,,,,,4,16777216,1
118f751463b8c5a0,_Z9incKernelPfS_ii,635.04,8.94,1,8192,1,512,1,1,0,0,4,1,,0
118f751463b904c0,memcpyHtoDasync,2882.72,3.911,,,,,,,,,,2,16777216,1
118f751463c300a0,memcpyDtoHasync,3588.48,48.33,,,,,,,,,,1,16777216,1
118f751463e55d80,_Z9incKernelPfS_ii,632.416,8.94,1,8192,1,512,1,1,0,0,4,2,,0
118f751463fb3040,memcpyHtoDasync,3145.25,3.632,,,,,,,,,,3,16777216,1
118f751463fafc60,memcpyDtoHasync,2964.7,3.073,,,,,,,,,,2,16777216,1
118f7514642b6aa0,_Z9incKernelPfS_ii,630.272,8.102,1,8192,1,512,1,1,0,0,4,3,,0
118f7514642ba980,memcpyHtoDasync,2871.62,3.352,,,,,,,,,,4,16777216,1
118f751464358ea0,memcpyDtoHasync,3587.74,41.346,,,,,,,,,,3,16777216,1
118f75146457d6e0,_Z9incKernelPfS_ii,632.256,5.308,1,8192,1,512,1,1,0,0,4,4,,0
118f7514646dbc00,memcpyHtoDasync,3145.63,3.632,,,,,,,,,,1,16777216,1
118f7514646d8760,memcpyDtoHasync,2957.95,3.073,,,,,,,,,,4,16777216,1
118f7514649df800,_Z9incKernelPfS_ii,639.392,4.19,1,8192,1,512,1,1,0,0,4,1,,0
118f7514649e36c0,memcpyHtoDasync,2880.48,5.308,,,,,,,,,,2,16777216,1
118f751464a83ea0,memcpyDtoHasync,3593.02,44.419,,,,,,,,,,1,16777216,1
118f751464ca8c20,_Z9incKernelPfS_ii,634.656,9.219,1,8192,1,512,1,1,0,0,4,2,,0
118f751464e08000,memcpyHtoDasync,3139.49,3.632,,,,,,,,,,3,16777216,1
118f751464e04ca0,memcpyDtoHasync,2971.58,3.073,,,,,,,,,,2,16777216,1
118f75146510a140,_Z9incKernelPfS_ii,638.88,8.102,1,8192,1,512,1,1,0,0,4,3,,0
118f75146510e240,memcpyHtoDasync,2868.93,3.073,,,,,,,,,,4,16777216,1
118f7514651ae340,memcpyDtoHasync,3587.04,51.124,,,,,,,,,,3,16777216,1
118f7514653d0460,_Z9incKernelPfS_ii,627.936,9.219,1,8192,1,512,1,1,0,0,4,4,,0
118f751465530dc0,memcpyHtoDasync,3134.82,3.632,,,,,,,,,,1,16777216,1
118f75146552d940,memcpyDtoHasync,2959.46,3.073,,,,,,,,,,4,16777216,1
118f751465831f60,_Z9incKernelPfS_ii,633.824,10.337,1,8192,1,512,1,1,0,0,4,1,,0
118f751465835ea0,memcpyHtoDasync,2884.03,3.073,,,,,,,,,,2,16777216,1
118f7514658d48c0,memcpyDtoHasync,3589.31,44.698,,,,,,,,,,1,16777216,1
118f751465afc2e0,_Z9incKernelPfS_ii,623.648,5.308,1,8192,1,512,1,1,0,0,4,2,,0
118f751465c57ac0,memcpyHtoDasync,3141.22,3.632,,,,,,,,,,3,16777216,1
118f751465c547e0,memcpyDtoHasync,2969.34,2.514,,,,,,,,,,2,16777216,1
118f751465f5a1e0,_Z9incKernelPfS_ii,634.528,5.029,1,8192,1,512,1,1,0,0,4,3,,0
118f751465f5e1c0,memcpyHtoDasync,2814.21,3.352,,,,,,,,,,4,16777216,1
118f7514662c88c0,memcpyDtoHasync,2619.42,61.181,,,,,,,,,,3,16777216,1
118f7514662109c0,_Z9incKernelPfS_ii,629.536,9.219,1,8192,1,512,1,1,0,0,4,4,,0
118f75146655f0e0,memcpyHtoDasync,3142.62,3.352,,,,,,,,,,1,16777216,1
118f75146655bdc0,memcpyDtoHasync,2962.94,6.146,,,,,,,,,,4,16777216,1
118f751466861ea0,_Z9incKernelPfS_ii,596.384,9.219,1,8192,1,512,1,1,0,0,4,1,,0
118f7514668660c0,memcpyHtoDasync,2881.89,3.632,,,,,,,,,,2,16777216,1
118f7514668fb580,memcpyDtoHasync,3614.56,41.625,,,,,,,,,,1,16777216,1
118f751466b2bbe0,_Z9incKernelPfS_ii,599.744,6.705,1,8192,1,512,1,1,0,0,4,2,,0
118f751466c85980,memcpyHtoDasync,3109.82,4.19,,,,,,,,,,3,16777216,1
118f751466c82320,memcpyDtoHasync,2962.62,6.146,,,,,,,,,,2,16777216,1
